sample_index,true_class_id,true_class_name,predicted_class_id,predicted_class_name,correct,max_mean_confidence,predictive_entropy_nats,normalized_predictive_entropy,mean_class_variance,max_class_variance
184,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9878007173538208,0.06592661887407303,0.04096251353621483,9.744618728291243e-05,0.0002437210059724748
185,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9924056529998779,0.04510852321982384,0.028027500957250595,1.4103515241004061e-05,3.615593595895916e-05
186,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.8720206022262573,0.3829350173473358,0.23793090879917145,0.008425996638834476,0.021067854017019272
187,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9959624409675598,0.02637363411486149,0.016386860981583595,3.978952918259893e-06,9.94860238279216e-06
188,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9770158529281616,0.11162294447422028,0.06935523450374603,0.00024182168999686837,0.0006093682022765279
189,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9738956689834595,0.1225443109869957,0.07614105939865112,0.00032439400092698634,0.0008251447579823434
190,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9849675893783569,0.08075647801160812,0.050176821649074554,2.1402545826276764e-05,5.503333522938192e-05
191,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9983483552932739,0.012385289184749126,0.00769541272893548,1.6627529930701712e-07,4.169804412867961e-07
192,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9937237501144409,0.04120899364352226,0.02560458891093731,5.142247573530767e-06,1.3652576853928622e-05
193,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9928942322731018,0.042993150651454926,0.02671314775943756,9.004720595839899e-06,2.3097640223568305e-05
194,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9931522011756897,0.04136660322546959,0.025702515617012978,1.125451126426924e-05,2.8175894840387627e-05
195,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9686180949211121,0.1404009461402893,0.08723600953817368,0.00012858709669671953,0.00032314559211954474
196,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9713537693023682,0.14894811809062958,0.09254666417837143,0.0006919984007254243,0.002282101195305586
197,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9882485866546631,0.06666982918977737,0.04142429307103157,9.281137317884713e-05,0.00023425437393598258
198,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9785623550415039,0.10362514853477478,0.06438592076301575,9.133244020631537e-05,0.00022834583069197834
199,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9732508659362793,0.12585632503032684,0.07819893211126328,0.0008544707670807838,0.0021465704776346684
